,City,Cloudiness,Country,Data,Humidity,Lat,Lng,Max Temp,Wind Speed
270,Talcahuano,76,CL,1576616982,52,-36.72,-36.72,69.8,18.34
271,Svetlogorsk,90,RU,1576616982,92,53.14,53.14,15.8,8.95
272,Kasangulu,75,CD,1576616982,83,-4.59,-4.59,80.6,6.93
273,Kyela,74,MW,1576616983,84,-9.6,-9.6,71.38,3.53
274,East London,72,ZA,1576616983,64,-33.02,-33.02,77.09,24.4
275,Moose Factory,20,CA,1576616983,84,51.26,51.26,3.2,5.82
276,Frohnleiten,20,AT,1576616983,76,47.27,47.27,48.99,5.82
277,Tuatapere,100,NZ,1576616983,85,-46.13,-46.13,52.0,14.0
278,Nueve de Julio,0,AR,1576616833,11,-31.67,-31.67,93.6,19.69
279,Antofagasta,40,CL,1576616730,68,-23.65,-23.65,68.0,13.87
280,Saint-Pierre,100,FR,1576616984,100,48.95,48.95,51.8,11.41
281,Road Town,40,VG,1576616984,69,18.42,18.42,84.2,14.99
282,Srednekolymsk,87,RU,1576616984,97,67.46,67.46,-20.65,7.27
283,San Carlos de Bariloche,40,AR,1576616812,40,-41.13,-41.13,69.8,28.86
284,Kavaratti,22,IN,1576616984,72,10.57,10.57,82.65,7.07
285,Ilulissat,40,GL,1576616984,41,69.22,69.22,24.8,12.75
286,Pangnirtung,75,CA,1576616984,52,66.15,66.15,19.4,2.24
287,Tezu,11,IN,1576616985,81,27.93,27.93,52.3,3.09
288,The Valley,20,AI,1576616966,69,18.22,18.22,82.4,18.34
289,Ulaanbaatar,1,MN,1576616794,67,47.92,47.92,-22.0,3.94
290,Gat,0,SN,1576616985,73,14.69,14.69,69.8,16.11
291,Fortuna,1,US,1576616910,35,40.6,40.6,61.0,25.28
292,Gold Coast,40,AU,1576616985,60,-28.0,-28.0,75.0,8.05
293,Tanete,34,ID,1576616985,96,-3.94,-3.94,73.92,3.04
294,Lasa,0,CY,1576616985,76,34.92,34.92,55.4,6.93
295,Kondol,100,RU,1576616986,97,52.82,52.82,32.0,12.71
296,Lermontovka,0,RU,1576616986,92,47.15,47.15,-9.0,1.81
297,Shaunavon,100,CA,1576616986,80,49.65,49.65,28.51,15.35
298,Potiskum,0,NG,1576616986,26,11.71,11.71,72.82,10.98
299,Kudahuvadhoo,100,MV,1576616986,78,2.67,2.67,82.45,15.21
300,Baiyin,75,CN,1576616986,85,36.55,36.55,19.4,4.47
301,Gemena,56,CD,1576616986,66,3.25,3.25,75.43,1.23
302,Bonanza,96,NI,1576616987,91,14.03,14.03,80.04,2.55
303,Morant Bay,20,JM,1576616987,78,17.88,17.88,82.4,29.97
304,Vila Franca do Campo,40,PT,1576616987,88,37.72,37.72,64.4,23.04
305,Marabba,30,SD,1576616987,19,12.35,12.35,70.75,12.3
306,Nsanje,0,MZ,1576616883,93,-16.92,-16.92,68.43,3.47
307,Mangan,0,IN,1576616987,46,27.5,27.5,34.32,5.95
308,Taoudenni,0,ML,1576616987,27,22.68,22.68,62.46,10.11
309,Bambous Virieux,20,MU,1576616988,88,-20.34,-20.34,79.0,6.93
310,Albion,1,US,1576616988,64,41.69,41.69,35.01,5.82
311,Cairns,75,AU,1576616744,74,-16.92,-16.92,79.0,9.17
312,Brae,0,GB,1576616988,92,60.4,60.4,35.6,4.09
313,Pontiac,75,US,1576616701,61,42.64,42.64,34.0,11.41
314,Linhares,11,BR,1576616988,81,-19.38,-19.38,77.97,6.78
315,Leningradskiy,100,RU,1576616988,95,69.38,69.38,1.54,11.79
316,Kuznetsk,100,RU,1576616989,97,53.11,53.11,30.72,9.15
317,Sao Jose da Coroa Grande,35,BR,1576616989,74,-8.9,-8.9,80.42,11.36
318,Pandan,91,PH,1576616989,81,11.72,11.72,79.23,22.93
319,Tirano,90,IT,1576616989,93,46.22,46.22,48.99,8.05
320,Cayenne,100,GF,1576616989,94,4.94,4.94,75.2,1.12
321,Beroroha,57,MG,1576616990,58,-21.68,-21.68,78.69,8.46
322,Taicheng,4,CN,1576616990,83,22.25,22.25,71.01,4.14
323,Sao Filipe,28,CV,1576616990,81,14.9,14.9,69.3,16.87
324,Boston,90,US,1576616935,98,42.36,42.36,37.4,9.17
325,Ostrovnoy,100,RU,1576616990,91,68.05,68.05,30.11,11.25
326,Baglan,20,GB,1576616990,100,51.62,51.62,39.99,5.82
327,Lensk,91,RU,1576616990,98,60.71,60.71,-21.44,3.51
328,Lufilufi,100,WS,1576616991,94,-13.87,-13.87,78.01,4.0
329,Faya,100,SA,1576616991,76,18.39,18.39,59.0,4.7
330,Belaya Gora,100,RU,1576616991,97,68.54,68.54,-22.14,3.49
331,Kargopol,100,RU,1576616991,98,61.51,61.51,32.25,5.88
332,Luderitz,24,NA,1576616991,72,-26.65,-26.65,66.2,5.82
333,Xiamen,7,CN,1576616991,100,24.46,24.46,62.6,2.24
334,Rock Sound,0,BS,1576616991,84,24.9,24.9,78.22,16.28
335,Baykit,88,RU,1576616992,97,61.68,61.68,-18.78,1.16
336,Hovd,76,NO,1576616992,85,63.83,63.83,39.99,9.17
337,Cururupu,100,BR,1576616992,81,-1.82,-1.82,78.53,3.87
338,Madera,1,US,1576616791,35,36.96,36.96,60.8,6.93
339,Severo-Kurilsk,100,RU,1576616992,98,50.68,50.68,31.64,16.71
340,Leua,5,AO,1576616992,90,-11.65,-11.65,65.97,1.39
341,Marrakesh,20,MA,1576616992,81,31.63,31.63,50.0,1.12
342,Deputatskiy,81,RU,1576616993,93,69.3,69.3,-26.73,3.94
343,Chicama,75,PE,1576616993,78,-7.84,-7.84,71.6,10.29
344,Sulangan,100,PH,1576616993,81,11.14,11.14,80.31,14.99
345,Escarcega,86,MX,1576616993,90,18.61,18.61,76.98,6.71
346,Zhaoqing,48,CN,1576616881,84,23.05,23.05,68.83,1.63
347,Manado,75,ID,1576616891,94,1.49,1.49,75.2,2.24
348,Bowen,40,AU,1576616994,74,-20.01,-20.01,82.0,11.41
349,Kamenka,58,MD,1576616994,90,48.03,48.03,34.0,3.36
350,Oranjemund,90,ZA,1576616994,73,-28.55,-28.55,63.18,7.0
351,San Cristobal,32,HN,1576616994,35,14.68,14.68,83.21,7.85
352,Goksun,24,TR,1576616994,70,38.02,38.02,46.4,4.7
353,Riberalta,75,BO,1576616994,62,-11.0,-11.0,89.6,11.41
354,Hamilton,90,CA,1576616947,74,43.26,43.26,35.01,12.75
355,Barra do Garcas,75,BR,1576616995,74,-15.89,-15.89,82.4,2.24
356,Alberton,0,ZA,1576616995,72,-26.25,-26.25,69.01,2.24
357,Sadove,21,UA,1576616995,100,46.25,46.25,41.0,4.47
358,Tiarei,40,PF,1576616995,66,-17.53,-17.53,87.8,13.87
359,Lata,0,IN,1576616995,15,30.78,30.78,20.97,8.05
360,Salo,75,FI,1576616995,93,60.38,60.38,41.0,4.7
361,Mount Gambier,41,AU,1576616995,46,-37.83,-37.83,69.8,9.17
362,Mayenne,75,FR,1576616995,100,48.3,48.3,44.6,6.93
363,Sistranda,70,NO,1576616745,65,63.73,63.73,39.0,17.22
364,Kaka,99,TM,1576616996,51,37.35,37.35,43.84,4.56
365,Labuhan,100,ID,1576616996,97,-2.54,-2.54,72.88,1.36
366,Santa Cruz,86,BR,1576616996,59,-6.22,-6.22,80.1,12.82
367,Cananeia,100,BR,1576616996,98,-25.01,-25.01,72.16,4.81
368,Afua,0,NG,1576616996,73,5.27,5.27,79.65,5.53
369,Vao,100,EE,1576616996,98,59.1,59.1,36.34,6.55
370,Ugoofaaru,100,MV,1576616996,77,5.67,5.67,83.34,24.11
371,Havre,1,US,1576616997,64,48.55,48.55,37.4,17.22
372,Port Elizabeth,90,US,1576616997,93,39.31,39.31,48.0,5.82
373,Manuk Mangkaw,83,PH,1576616997,77,4.8,4.8,81.25,8.16
374,Homnabad,70,IN,1576616766,71,17.77,17.77,65.12,7.7
375,Coos Bay,1,US,1576616997,57,43.37,43.37,51.8,6.93
376,Numan,0,NG,1576616997,20,9.46,9.46,78.17,3.65
377,Toro,100,ES,1576616888,86,41.52,41.52,43.0,8.05
378,Eureka,1,US,1576616902,35,40.8,40.8,61.0,25.28
379,Praia,20,BR,1576616998,31,-20.25,-20.25,87.8,5.82
380,Cutro,20,IT,1576616998,82,39.04,39.04,62.6,17.22
381,Kovdor,89,RU,1576616998,94,67.56,67.56,21.58,8.08
382,Nichinan,7,JP,1576616998,79,31.65,31.65,65.16,14.61
383,Bilma,0,NE,1576616999,26,18.69,18.69,64.92,10.0
384,Dubti,0,ET,1576616999,53,11.74,11.74,77.81,8.84
385,Smithers,40,CA,1576616922,80,54.78,54.78,39.2,2.24
386,Faro,20,PT,1576616999,76,37.02,37.02,55.0,4.7
387,Sobolevo,100,RU,1576616999,97,54.43,54.43,37.58,6.24
388,Vardo,90,US,1576616884,80,39.62,39.62,39.2,16.11
389,Mackay,90,CA,1576616999,85,53.65,53.65,28.4,2.24
390,Yerbogachen,1,RU,1576617000,95,61.28,61.28,-28.73,4.81
391,Torbay,75,CA,1576617000,63,47.66,47.66,30.0,36.91
392,Kumluca,0,TR,1576617000,48,36.37,36.37,54.64,3.65
393,Aktau,75,KZ,1576617000,87,43.65,43.65,42.8,4.47
394,Umba,98,RU,1576617000,94,66.69,66.69,30.34,8.97
395,Autazes,93,BR,1576617000,72,-3.58,-3.58,83.75,3.51
396,Otane,100,NZ,1576617000,94,-39.89,-39.89,50.0,4.0
397,Karabulak,0,KZ,1576617000,47,44.91,44.91,18.82,2.55
398,Damietta,0,EG,1576617001,82,31.42,31.42,62.6,5.82
399,Rakaia,100,NZ,1576617001,71,-43.76,-43.76,60.01,19.46
400,Santana do Acarau,45,BR,1576617001,52,-3.46,-3.46,84.85,10.87
401,Katangli,85,RU,1576617001,89,51.71,51.71,1.18,8.86
402,Samarai,33,PG,1576617002,84,-10.62,-10.62,76.32,2.98
403,Abu Zabad,0,SD,1576617002,20,12.35,12.35,64.6,12.06
404,Namibe,0,AO,1576617002,79,-15.19,-15.19,74.19,12.82
405,Raudeberg,75,NO,1576617003,93,61.99,61.99,41.0,11.41
406,Marystown,44,CA,1576617003,68,47.17,47.17,29.16,33.04
407,Ypsonas,20,CY,1576617003,87,34.69,34.69,55.4,2.24
408,Acapulco,40,MX,1576617003,58,16.86,16.86,86.0,8.05
409,Lahij,3,YE,1576617003,73,13.06,13.06,76.62,7.83
410,Zaysan,0,KZ,1576617004,88,47.47,47.47,2.71,1.21
411,Dawlatabad,100,AF,1576617004,32,36.41,36.41,48.36,5.12
412,Cidreira,100,BR,1576617004,74,-30.17,-30.17,70.63,11.18
413,Lakhipur,0,IN,1576617004,74,26.03,26.03,55.04,1.7
414,Jucas,100,BR,1576617004,47,-6.53,-6.53,85.21,1.79
415,Kalabo,100,ZM,1576617005,72,-15.0,-15.0,71.67,3.6
416,Ust-Tsilma,100,RU,1576617005,95,65.44,65.44,14.99,5.26
417,San Antonio,23,CL,1576617005,60,-33.58,-33.58,86.0,14.99
418,Henties Bay,1,NA,1576617005,91,-22.12,-22.12,63.0,7.0
419,Correntina,81,BR,1576617005,60,-13.34,-13.34,75.7,1.41
420,Semirom,0,IR,1576617006,78,31.41,31.41,27.52,1.36
421,Novosokolniki,100,RU,1576617006,97,56.35,56.35,37.38,4.03
422,Hunucma,90,MX,1576617006,94,21.02,21.02,82.99,5.82
423,Pisco,20,PE,1576617006,30,-13.71,-13.71,71.6,10.29
424,Balabac,100,PH,1576617006,80,7.99,7.99,81.12,15.64
425,De Land,90,US,1576617006,100,40.12,40.12,23.0,13.87
426,Chiredzi,0,ZW,1576617007,76,-21.05,-21.05,67.98,2.24
427,Ariquemes,100,BR,1576617007,75,-9.91,-9.91,83.98,3.44
428,Puerto Ayacucho,40,CO,1576617007,46,5.66,5.66,91.4,13.87
429,Formosa do Rio Preto,100,BR,1576617007,49,-11.04,-11.04,80.26,2.86
430,Hasaki,75,JP,1576617008,100,35.73,35.73,46.4,3.36
431,Ormara,51,PK,1576617008,50,25.21,25.21,73.22,4.79
432,Muros,40,ES,1576617008,87,42.77,42.77,55.0,10.29
433,Kahului,40,US,1576617008,54,20.89,20.89,82.4,14.99
434,Casablanca,40,MA,1576616998,93,33.6,33.6,53.6,6.93
435,Gusinoye Ozero,54,RU,1576617008,89,51.11,51.11,-5.78,5.99
436,Kedrovyy,75,RU,1576617009,72,56.17,56.17,15.8,2.24
437,Manaus,40,BR,1576617009,74,-3.13,-3.13,84.2,8.05
438,Vizinga,100,RU,1576617009,96,61.08,61.08,19.76,3.09
439,Canico,20,PT,1576617009,77,32.63,32.63,64.4,3.36
440,Dalvik,75,SE,1576617010,100,57.79,57.79,43.0,3.36
441,Warri,56,NG,1576616925,78,5.52,5.52,78.13,3.04
442,Clarksburg,90,US,1576616790,86,39.24,39.24,41.0,11.41
443,Kjopsvik,75,NO,1576617010,93,68.1,68.1,35.6,26.4
444,Boralday,90,KZ,1576617010,92,43.36,43.36,19.4,2.24
445,Pyaozerskiy,91,RU,1576617011,94,65.83,65.83,23.76,6.78
446,Tutoia,100,BR,1576617011,70,-2.76,-2.76,84.2,20.8
447,Los Llanos de Aridane,0,ES,1576617011,77,28.66,28.66,62.6,4.7
448,Galveston,1,US,1576617011,86,40.58,40.58,34.0,16.11
449,Ancud,90,CL,1576617011,93,-41.87,-41.87,59.0,19.46
450,Bend,1,US,1576616959,54,44.06,44.06,37.0,10.29
451,Yatou,40,CM,1576617012,88,3.63,3.63,82.4,1.12
452,Los Banos,1,US,1576616950,30,37.06,37.06,61.0,16.11
453,Jiangyan,100,CN,1576617012,74,32.51,32.51,46.99,5.01
454,Arman,100,RU,1576616841,96,59.7,59.7,7.32,14.65
455,Kadnikov,100,RU,1576617012,98,59.5,59.5,32.76,4.83
456,Sawang Daen Din,0,TH,1576617012,89,17.48,17.48,68.02,5.82
457,Swift Current,1,CA,1576617013,85,50.29,50.29,32.0,13.87
458,Monywa,2,MM,1576617013,77,22.12,22.12,65.03,3.22
459,Port Lincoln,0,AU,1576617013,27,-34.72,-34.72,82.38,4.94
460,Rincon,40,PA,1576617013,74,8.46,8.46,86.0,8.05
461,Panama City,90,US,1576617013,87,30.16,30.16,55.4,11.41
462,Esperance,90,AU,1576617013,88,-33.86,-33.86,64.4,8.05
463,Charters Towers,57,AU,1576617013,69,-20.07,-20.07,78.3,9.1
464,Kefamenanu,7,ID,1576617014,84,-9.45,-9.45,71.71,2.37
465,Bom Jesus da Lapa,21,BR,1576617014,25,-13.25,-13.25,96.8,9.17
466,Mehamn,97,NO,1576617014,80,71.03,71.03,32.0,3.36
467,Rocha,0,UY,1576616727,61,-34.48,-34.48,66.85,11.86
468,San Ramon de la Nueva Oran,0,AR,1576617014,25,-23.13,-23.13,90.73,6.06
469,Kanniyakumari,72,IN,1576617014,77,8.08,8.08,79.03,30.8
470,Ankang,100,CN,1576617014,89,32.73,32.73,36.09,3.2
471,Mount Isa,0,AU,1576617015,83,-20.73,-20.73,77.0,13.85
472,Laela,100,TZ,1576617015,96,-8.57,-8.57,61.48,1.1
473,Zeya,25,RU,1576617015,85,53.74,53.74,-22.56,3.6
474,Galesong,20,ID,1576617015,100,-5.32,-5.32,75.2,1.12
475,Iralaya,5,HN,1576617015,77,15.0,15.0,81.1,10.85
476,Falmouth,67,GB,1576617015,93,50.16,50.16,46.0,5.82
477,Provideniya,98,RU,1576617016,73,64.42,64.42,24.8,2.24
478,Thinadhoo,100,MV,1576617016,75,0.53,0.53,82.22,6.85
479,Goderich,96,CA,1576617016,74,43.74,43.74,30.99,1.99
480,Ketchikan,90,US,1576616769,87,55.34,55.34,42.8,6.93
481,Belmonte,86,PT,1576617016,84,40.36,40.36,43.0,3.94
482,Abnub,0,EG,1576617016,62,27.27,27.27,55.4,11.41
483,Ngunguru,31,NZ,1576617016,66,-35.62,-35.62,66.0,18.01
484,Olinda,19,AU,1576617016,56,-37.84,-37.84,70.0,10.29
485,Arlit,62,NE,1576617017,12,18.74,18.74,70.95,2.35
486,Pangoa,100,PE,1576617017,64,-12.12,-12.12,80.37,2.46
487,Yulara,60,AU,1576617017,26,-25.24,-25.24,82.4,9.17
488,Kaeo,24,NZ,1576617017,66,-35.1,-35.1,66.0,18.01
489,Doha,75,QA,1576616941,73,25.29,25.29,69.8,14.99
490,Fort-Shevchenko,69,KZ,1576617017,86,44.51,44.51,40.15,9.48
491,Shimoda,0,JP,1576617017,83,34.7,34.7,55.0,1.99
492,Waingapu,12,ID,1576617018,75,-9.65,-9.65,84.06,4.59
493,Frejus,100,FR,1576617018,97,44.93,44.93,44.01,1.01
494,Atar,23,MR,1576617018,34,20.52,20.52,62.4,12.71
495,Palmer,0,AU,1576617018,17,-34.85,-34.85,91.99,9.17
496,Oga,90,IT,1576617018,93,46.46,46.46,43.0,8.05
497,Saint-Augustin,90,CA,1576617018,74,45.63,45.63,28.4,3.36
498,Aklavik,5,CA,1576617018,66,68.22,68.22,-22.0,2.24
499,Saint Anthony,40,US,1576617018,57,43.97,43.97,26.6,8.05
500,Mareeba,75,AU,1576617019,74,-16.99,-16.99,79.0,9.17
501,Indian Head,53,CA,1576617019,72,50.53,50.53,14.0,7.27
502,Olavarria,67,AR,1576617019,33,-36.89,-36.89,82.0,4.0
503,Carutapera,91,BR,1576617019,80,-1.2,-1.2,82.2,20.07
504,Gandajika,64,CD,1576617019,89,-6.75,-6.75,69.53,2.04
505,Naze,0,NG,1576617019,88,5.43,5.43,80.6,3.36
506,Teknaf,15,BD,1576617019,81,20.86,20.86,59.4,2.44
507,Caravelas,0,BR,1576617019,84,-17.73,-17.73,76.91,10.22
508,Daloa,8,CI,1576617020,35,6.88,6.88,79.12,3.15
509,Flinders,0,AU,1576617020,77,-34.58,-34.58,70.0,5.82
510,Ust-Karsk,3,RU,1576617020,95,52.71,52.71,-16.83,2.62
511,Shahreza,67,IR,1576617020,81,32.01,32.01,38.84,4.59
512,Onalaska,90,US,1576617020,74,43.88,43.88,30.2,10.29
513,Glens Falls,90,US,1576616672,92,43.31,43.31,28.99,6.93
514,Eenhana,100,NA,1576617020,45,-17.48,-17.48,82.4,2.24
515,Coldingham,5,GB,1576617021,75,55.89,55.89,37.99,5.82
516,Komatipoort,0,MZ,1576617021,77,-25.43,-25.43,69.8,3.36
517,Jamame,19,SO,1576617021,78,0.07,0.07,82.56,19.84
518,Kashan,100,IR,1576617021,80,33.99,33.99,45.0,5.55
519,Khorixas,100,NA,1576617021,39,-20.37,-20.37,76.77,6.87
520,Kenora,5,CA,1576617021,63,49.76,49.76,-4.0,12.75
521,Beringovskiy,99,RU,1576617022,89,63.05,63.05,13.62,15.86
522,Vila Velha,100,BR,1576617022,66,-3.71,-3.71,84.2,13.87
523,Dukat,40,AL,1576617022,93,40.25,40.25,57.99,13.71
524,Dondo,75,MZ,1576617022,65,-19.62,-19.62,78.8,12.75
525,Alugan,100,PH,1576617022,83,12.22,12.22,80.24,13.15
526,Tiassale,75,CI,1576617022,83,5.9,5.9,78.82,4.12
527,Nanortalik,100,GL,1576617023,60,60.14,60.14,33.96,20.96
528,North Bend,1,US,1576617023,57,43.41,43.41,52.0,6.93
529,Guerrero Negro,0,MX,1576617023,25,27.97,27.97,66.52,2.95
530,Burnie,100,AU,1576617023,97,-41.05,-41.05,60.01,1.99
531,Paamiut,35,GL,1576617023,46,61.99,61.99,32.09,19.17
532,Takoradi,99,GH,1576617023,79,4.89,4.89,82.18,11.79
533,Aberdeen,90,US,1576617024,75,46.98,46.98,52.0,3.36
534,Corner Brook,90,CA,1576617024,79,48.95,48.95,26.6,21.92
535,Medina,0,SA,1576617024,31,24.47,24.47,60.8,14.99
536,Mombetsu,71,JP,1576617024,87,44.35,44.35,36.16,18.16
